,Descripción,Lote,Dias al Vencimiento,Depósito Padre,cajas_x_pallets,Fecha de Vencimiento,SKU,Cajas Disponibles
183,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",080523                        ,559,    CDCDCO1,50,5/7/2025,6010010008               ,0.0
184,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",120823                        ,657,       CDGD,50,8/13/2025,6010010008               ,4.0
185,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",120823                        ,657,    CDCDCF1,50,8/13/2025,6010010008               ,33.0
186,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",120823                        ,657,    CDCDCO1,50,8/13/2025,6010010008               ,0.0
187,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",130323                        ,504,    CDCDCO1,50,3/13/2025,6010010008               ,0.0
188,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",141222                        ,414,    CDCDCO1,50,12/13/2024,6010010008               ,0.0
189,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",160922                        ,325,    CDCDCO1,50,9/15/2024,6010010008               ,0.0
190,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",170523                        ,568,    CDCDCO1,50,5/16/2025,6010010008               ,0.0
191,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",171022                        ,358,    CDCDCO1,50,10/18/2024,6010010008               ,0.0
192,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",180422                        ,175,      CDLDC,50,4/18/2024,6010010008               ,0.0
193,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",180923                        ,695,       CDVM,50,9/20/2025,6010010008               ,60.0
194,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",180923                        ,695,    CDCDCF1,50,9/20/2025,6010010008               ,370.0
195,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",210423                        ,542,    CDCDCO1,50,4/20/2025,6010010008               ,0.0
196,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",250323                        ,515,    CDCDCO1,50,3/24/2025,6010010008               ,0.0
197,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",281022                        ,367,    CDCDCO1,50,10/27/2024,6010010008               ,0.0
198,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300323                        ,521,    CDCDCO1,50,3/30/2025,6010010008               ,0.0
199,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300623                        ,612,    CDCDCO1,50,6/29/2025,6010010008               ,0.0
200,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300722                        ,279,    CDCDCO1,50,7/31/2024,6010010008               ,0.0
201,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",300822                        ,310,    CDCDCO1,50,8/31/2024,6010010008               ,0.0
202,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",310823                        ,674,    CDCDCO1,50,8/30/2025,6010010008               ,0.0
203,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",111122                        ,381,       CDVM,60,11/10/2024,6011570002               ,5.0
204,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",120423                        ,533,       CDGD,60,4/11/2025,6011570002               ,3349.0
205,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",120423                        ,533,    CDCDCF1,60,4/11/2025,6011570002               ,3586.0
206,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",120423                        ,533,    CDCDCO1,60,4/11/2025,6011570002               ,240.0
207,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",140323                        ,504,       CDVM,60,3/13/2025,6011570002               ,360.0
208,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",140323                        ,504,    CDCDCO1,60,3/13/2025,6011570002               ,60.0
209,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",250622                        ,242,    CDCDCO1,60,6/24/2024,6011570002               ,88.0
210,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",031122                        ,373,       CDVM,160,11/2/2024,6011570005               ,398.0
211,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",031122                        ,373,    CDCDCF1,160,11/2/2024,6011570005               ,160.0
212,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",031122                        ,373,    CDCDCO1,160,11/2/2024,6011570005               ,160.0
213,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",031122                        ,6276,       CDGD,160,12/31/2040,6011570005               ,53.0
214,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",180822                        ,296,    CDCDCF1,160,8/17/2024,6011570005               ,14.0
215,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",190622                        ,236,    CDCDCO1,160,6/18/2024,6011570005               ,22.0
216,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",210323                        ,511,       CDGD,160,3/20/2025,6011570005               ,1540.0
217,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",210323                        ,511,       CDVM,160,3/20/2025,6011570005               ,160.0
218,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",210323                        ,511,    CDCDCF1,160,3/20/2025,6011570005               ,480.0
219,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",090423                        ,532,       CDGD,72,4/10/2025,6011570001               ,3630.0
220,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",090423                        ,532,    CDCDCF1,72,4/10/2025,6011570001               ,1725.0
221,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",120123                        ,443,    CDCDCO1,72,1/11/2025,6011570001               ,25.0
222,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",150323                        ,505,    CDCDCF1,72,3/14/2025,6011570001               ,414.0
223,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",150323                        ,505,    CDCDCO1,72,3/14/2025,6011570001               ,72.0
224,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",170822                        ,296,    CDCDCO1,72,8/17/2024,6011570001               ,0.0
225,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",070922                        ,317,    CDCDCO1,60,9/7/2024,6010570019               ,0.0
226,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",120323                        ,504,       CDGD,60,3/13/2025,6010570019               ,0.0
227,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",120323                        ,504,       CDVM,60,3/13/2025,6010570019               ,0.0
228,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",120323                        ,504,    CDCDCF1,60,3/13/2025,6010570019               ,249.0
229,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",241122                        ,394,    CDCDCO1,60,11/23/2024,6010570019               ,0.0
230,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",010922                        ,312,    CDCDCO1,105,9/2/2024,6010570018               ,0.0
231,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",141122                        ,384,    CDCDCO1,105,11/13/2024,6010570018               ,0.0
232,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",251022                        ,364,    CDCDCO1,105,10/24/2024,6010570018               ,0.0
233,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",261122                        ,395,    CDCDCO1,105,11/24/2024,6010570018               ,0.0
234,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",010722                        ,184,       CDVM,260,4/27/2024,6040100010               ,0.0
235,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",101023                        ,284,       CDGD,260,8/5/2024,6040100010               ,2952.0
236,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",101023                        ,284,       CDVM,260,8/5/2024,6040100010               ,16820.0
237,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",130723                        ,195,    CDCDCO1,260,5/8/2024,6040100010               ,0.0
238,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",150823                        ,228,       CDGD,260,6/10/2024,6040100010               ,0.0
239,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",150823                        ,228,       CDVM,260,6/10/2024,6040100010               ,0.0
240,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",150823                        ,228,    CDCDCO1,260,6/10/2024,6040100010               ,1000.0
241,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",170623                        ,169,    CDCDCO1,260,4/12/2024,6040100010               ,0.0
242,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",180723                        ,200,       CDGD,260,5/13/2024,6040100010               ,0.0
243,"KET,NATURA L.G.,12,250 GR,DP,CT (CON TAPA),ESP,MERCADO INTER",230923                        ,267,       CDVM,260,7/19/2024,6040100010               ,0.0
244,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",010723                        ,183,       CDVM,144,4/26/2024,6040100009               ,23.0
245,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",010823                        ,214,       CDGD,144,5/27/2024,6040100009               ,74.0
246,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",010823                        ,214,       CDVM,144,5/27/2024,6040100009               ,91.0
247,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",010823                        ,214,    CDCDCF1,144,5/27/2024,6040100009               ,555.0
248,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",030923                        ,247,       CDGD,144,6/29/2024,6040100009               ,144.0
249,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",030923                        ,247,       CDVM,144,6/29/2024,6040100009               ,14850.0
250,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",030923                        ,247,    CDCDCO1,144,6/29/2024,6040100009               ,288.0
251,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",080923                        ,256,       CDVM,144,7/8/2024,6040100009               ,2592.0
252,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",130723                        ,195,       CDVM,144,5/8/2024,6040100009               ,0.0
253,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",250623                        ,177,    CDCDCO1,144,4/20/2024,6040100009               ,158.0
254,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",250623                        ,177,    CDVMZPA,144,4/20/2024,6040100009               ,1457.0
255,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",260923                        ,270,       CDVM,144,7/22/2024,6040100009               ,4608.0
256,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",180823                        ,171,    CDCDCF1,60,4/14/2024,6040100014               ,0.0
257,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",250923                        ,209,       CDVM,60,5/22/2024,6040100014               ,0.0
258,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",101023                        ,224,       CDVM,377,6/6/2024,6040100001               ,15457.0
259,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",130723                        ,135,    CDCDCO1,377,3/9/2024,6040100001               ,29.0
260,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",150823                        ,168,       CDGD,377,4/11/2024,6040100001               ,1013.0
261,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",150823                        ,168,    CDCDCF1,377,4/11/2024,6040100001               ,2380.0
262,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",280923                        ,212,       CDVM,377,5/25/2024,6040100001               ,2211.0
263,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",151023                        ,289,       CDVM,80,8/10/2024,6040100003               ,2881.0
264,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",230923                        ,267,       CDGD,80,7/19/2024,6040100003               ,320.0
265,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",230923                        ,267,       CDVM,80,7/19/2024,6040100003               ,2348.0
266,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",290623                        ,181,    CDCDCO1,80,4/24/2024,6040100003               ,0.0
267,"KET,NATURA,4,3000GR,SH,ST,ESP,M.I.",290723                        ,211,    CDCDCO1,80,5/24/2024,6040100003               ,26.0
268,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",040823                        ,217,    CDCDCF1,80,5/30/2024,6040100015               ,161.0
269,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",300723                        ,212,    CDCDCF1,80,5/25/2024,6040100015               ,0.0
270,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",R101023                       ,254,       CDGD,260,7/6/2024,6030330001               ,520.0
271,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",R101023                       ,254,       CDVM,260,7/6/2024,6030330001               ,1795.0
272,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",R120823                       ,195,    CDCDCF1,260,5/8/2024,6030330001               ,284.0
273,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R010823                       ,184,       CDPI,80,4/27/2024,6030050074               ,1200.0
274,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R020823                       ,185,       CDPI,80,4/28/2024,6030050074               ,1360.0
275,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R030823                       ,186,       CDPI,80,4/29/2024,6030050074               ,2160.0
276,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R030823                       ,186,    CDVMZPA,80,4/29/2024,6030050074               ,640.0
277,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R060723                       ,158,       CDGD,80,4/1/2024,6030050074               ,8.0
278,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R070723                       ,159,       CDGD,80,4/2/2024,6030050074               ,80.0
279,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R070723                       ,159,       CDPI,80,4/2/2024,6030050074               ,281.0
280,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R070723                       ,159,    CDCDCO1,80,4/2/2024,6030050074               ,480.0
281,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R070723                       ,159,    CDVMZPA,80,4/2/2024,6030050074               ,0.0
282,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R070823                       ,190,    CDVMZPA,80,5/3/2024,6030050074               ,1200.0
283,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R080623                       ,130,    CDCDCO1,80,3/4/2024,6030050074               ,0.0
284,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R100623                       ,132,    CDCDCO1,80,3/6/2024,6030050074               ,0.0
285,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R110723                       ,163,    CDVMZPA,80,4/6/2024,6030050074               ,2081.0
286,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R120723                       ,164,       CDPI,80,4/7/2024,6030050074               ,480.0
287,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R211023                       ,265,       CDVM,80,7/17/2024,6030050074               ,560.0
288,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R240823                       ,207,       CDPI,80,5/20/2024,6030050074               ,480.0
289,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R250823                       ,208,       CDPI,80,5/21/2024,6030050074               ,1440.0
290,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R260823                       ,209,       CDPI,80,5/22/2024,6030050074               ,880.0
291,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R300823                       ,213,       CDPI,80,5/26/2024,6030050074               ,720.0
292,"MAYO,CADA DIA,LINEA DEL CHEF,4,2900 CC,SH,ST (SIN TAPA),ESP,",R310823                       ,214,       CDPI,80,5/27/2024,6030050074               ,720.0
293,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R091023                       ,253,       CDGD,260,7/5/2024,6030050070               ,0.0
294,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R100623                       ,132,       CDGD,260,3/6/2024,6030050070               ,0.0
295,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R110923                       ,225,      CDLDC,260,6/7/2024,6030050070               ,0.0
296,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R111023                       ,255,       CDGD,260,7/7/2024,6030050070               ,0.0
297,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R120923                       ,226,      CDLDC,260,6/8/2024,6030050070               ,0.0
298,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R121023                       ,256,       CDGD,260,7/8/2024,6030050070               ,80.0
299,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R130923                       ,227,      CDLDC,260,6/9/2024,6030050070               ,0.0
300,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R140923                       ,228,      CDLDC,260,6/10/2024,6030050070               ,0.0
301,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R150623                       ,137,    CDCDCO1,260,3/11/2024,6030050070               ,0.0
302,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R150923                       ,229,      CDLDC,260,6/11/2024,6030050070               ,2730.0
303,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R160923                       ,230,      CDLDC,260,6/12/2024,6030050070               ,6347.0
304,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R171023                       ,261,       CDGD,260,7/13/2024,6030050070               ,260.0
305,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R180823                       ,201,       CDGD,260,5/14/2024,6030050070               ,40.0
306,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R181023                       ,262,       CDVM,260,7/14/2024,6030050070               ,2080.0
307,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R190923                       ,233,      CDLDC,260,6/15/2024,6030050070               ,5714.0
308,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R191023                       ,263,       CDVM,260,7/15/2024,6030050070               ,2600.0
309,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R200923                       ,234,      CDLDC,260,6/16/2024,6030050070               ,4940.0
310,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R210923                       ,235,      CDLDC,260,6/17/2024,6030050070               ,3380.0
311,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R220923                       ,236,      CDLDC,260,6/18/2024,6030050070               ,3640.0
312,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R230623                       ,145,    CDCDCO1,260,3/19/2024,6030050070               ,0.0
313,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R230923                       ,237,      CDLDC,260,6/19/2024,6030050070               ,3380.0
314,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R250923                       ,239,      CDLDC,260,6/21/2024,6030050070               ,3640.0
315,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R260923                       ,240,      CDLDC,260,6/22/2024,6030050070               ,3380.0
316,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R270923                       ,241,      CDLDC,260,6/23/2024,6030050070               ,10660.0
317,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R280923                       ,242,    CDCDCO1,260,6/24/2024,6030050070               ,12866.0
318,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R290623                       ,151,    CDCDCO1,260,3/25/2024,6030050070               ,0.0
319,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R290923                       ,243,      CDLDC,260,6/25/2024,6030050070               ,3120.0
320,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R290923                       ,243,    CDCDCO1,260,6/25/2024,6030050070               ,6760.0
321,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",R310823                       ,214,       CDPI,260,5/27/2024,6030050070               ,791.0
322,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R091023                       ,253,       CDGD,144,7/5/2024,6030050071               ,2042.0
323,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R100723                       ,162,    CDCDCO1,144,4/5/2024,6030050071               ,0.0
324,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R100823                       ,193,    CDVMZPA,144,5/6/2024,6030050071               ,0.0
325,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R101023                       ,254,       CDGD,144,7/6/2024,6030050071               ,2016.0
326,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R101023                       ,254,       CDVM,144,7/6/2024,6030050071               ,274.0
327,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R101023                       ,254,    CDCDCO1,144,7/6/2024,6030050071               ,707.0
328,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R110823                       ,194,    CDVMZPA,144,5/7/2024,6030050071               ,7896.0
329,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R111023                       ,255,       CDGD,144,7/7/2024,6030050071               ,1728.0
330,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R111023                       ,255,       CDVM,144,7/7/2024,6030050071               ,144.0
331,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R120623                       ,134,    CDCDCO1,144,3/8/2024,6030050071               ,0.0
332,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R120823                       ,195,    CDVMZPA,144,5/8/2024,6030050071               ,3946.0
333,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R121023                       ,256,       CDVM,144,7/8/2024,6030050071               ,4860.0
334,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R130623                       ,135,    CDCDCO1,144,3/9/2024,6030050071               ,0.0
335,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R131023                       ,257,       CDGD,144,7/9/2024,6030050071               ,1872.0
336,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R131023                       ,257,       CDVM,144,7/9/2024,6030050071               ,3024.0
337,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R140823                       ,197,    CDVMZPA,144,5/10/2024,6030050071               ,3987.0
338,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R150823                       ,198,    CDVMZPA,144,5/11/2024,6030050071               ,8064.0
339,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R171023                       ,261,       CDGD,144,7/13/2024,6030050071               ,4320.0
340,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R180823                       ,201,       CDPI,144,5/14/2024,6030050071               ,5475.0
341,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R181023                       ,262,       CDVM,144,7/14/2024,6030050071               ,6768.0
342,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R190823                       ,202,       CDPI,144,5/15/2024,6030050071               ,414.0
343,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R190923                       ,233,      CDLDC,144,6/15/2024,6030050071               ,0.0
344,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R191023                       ,263,       CDGD,144,7/15/2024,6030050071               ,3456.0
345,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R191023                       ,263,       CDVM,144,7/15/2024,6030050071               ,1008.0
346,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R200923                       ,234,      CDLDC,144,6/16/2024,6030050071               ,0.0
347,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R201023                       ,264,       CDVM,144,7/16/2024,6030050071               ,2016.0
348,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R210923                       ,235,      CDLDC,144,6/17/2024,6030050071               ,3926.0
349,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R220923                       ,236,      CDLDC,144,6/18/2024,6030050071               ,5760.0
350,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R230823                       ,206,    CDVMZPA,144,5/19/2024,6030050071               ,3785.0
351,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R230923                       ,237,      CDLDC,144,6/19/2024,6030050071               ,3276.0
352,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R240823                       ,207,       CDPI,144,5/20/2024,6030050071               ,5328.0
353,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R250823                       ,208,       CDPI,144,5/21/2024,6030050071               ,8172.0
