,Depósito Padre,Descripción,cajas_x_pallets,Dias al Vencimiento,Lote,SKU,Fecha de Vencimiento,Cajas Disponibles
339,       CDVM,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,220,070823                        ,6090020011               ,6/2/2024,173.0
340,       CDVM,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,256,120923                        ,6090020011               ,7/8/2024,22860.0
341,       CDVM,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",377,199,150923                        ,6090020010               ,5/12/2024,7176.0
342,       CDVM,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",377,216,021023                        ,6090020010               ,5/29/2024,13195.0
343,       CDVM,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",80,263,190923                        ,6090020012               ,7/15/2024,1476.0
344,       CDVM,"MOSTAZA,ADEREZO NATURA,4,3000GR,SH,ST,ESP,M.I.",80,280,061023                        ,6090020012               ,8/1/2024,4880.0
345,       CDVM,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",224,687,256/23                        ,6010140007               ,9/12/2025,1292.0
346,       CDVM,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",224,688,257/23                        ,6010140007               ,9/13/2025,224.0
347,       CDVM,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",224,618,187/23                        ,6010140008               ,7/5/2025,0.0
348,       CDVM,"RO.VEG.(AL),MAZOLA MANTECA,12X12X120GRS,ESP,M.I.",224,689,258/23                        ,6010140008               ,9/14/2025,1195.0
349,       CDVM,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,653,223/23                        ,6010550008               ,8/9/2025,224.0
350,       CDVM,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,660,229/23                        ,6010550008               ,8/16/2025,364.0
351,       CDVM,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,680,249/23                        ,6011640001               ,9/5/2025,893.0
352,       CDVM,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,681,250/23                        ,6011640001               ,9/6/2025,224.0
353,       CDVM,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",260,243,290923                        ,6050100007               ,6/25/2024,36.0
354,       CDVM,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,MERCADO INT",260,245,011023                        ,6050100007               ,6/27/2024,11680.0
355,       CDVM,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",377,157,040823                        ,6050100001               ,3/31/2024,180.0
356,       CDVM,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",377,213,290923                        ,6050100001               ,5/26/2024,1885.0
357,       CDVM,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",377,215,011023                        ,6050100001               ,5/28/2024,3393.0
358,       CDVM,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",272,182,300723                        ,6050100002               ,4/25/2024,152.0
359,       CDVM,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.",272,243,290923                        ,6050100002               ,6/25/2024,6834.0
360,       CDVM,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",80,130,080623                        ,6050100004               ,3/4/2024,554.0
361,       CDVM,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.",80,245,011023                        ,6050100004               ,6/27/2024,2720.0
362,      CDCAU,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,550,290423                        ,6010010007               ,4/28/2025,0.0
363,      CDCAU,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,648,060823                        ,6010010007               ,8/4/2025,0.0
364,      CDLDC,"AC,CADA DIA,GIR,12X1,5L,B,ESP,M.I.",60,136,110322                        ,6010040002               ,3/10/2024,0.0
365,      CDLDC,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,154,290322                        ,6010010007               ,3/28/2024,0.0
366,      CDLDC,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,172,160422                        ,6010010077               ,4/15/2024,0.0
367,      CDLDC,"AC,NATURA,GIR,15X900ML,C,ESP,M.I.",72,294,160822                        ,6010010077               ,8/15/2024,0.0
368,      CDLDC,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,175,180422                        ,6010010008               ,4/18/2024,0.0
369,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,225,R110923                       ,6030050070               ,6/7/2024,0.0
370,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,226,R120923                       ,6030050070               ,6/8/2024,0.0
371,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,227,R130923                       ,6030050070               ,6/9/2024,0.0
372,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,228,R140923                       ,6030050070               ,6/10/2024,0.0
373,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,229,R150923                       ,6030050070               ,6/11/2024,2730.0
374,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,230,R160923                       ,6030050070               ,6/12/2024,6347.0
375,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,233,R190923                       ,6030050070               ,6/15/2024,5714.0
376,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,234,R200923                       ,6030050070               ,6/16/2024,4940.0
377,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,235,R210923                       ,6030050070               ,6/17/2024,3380.0
378,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,236,R220923                       ,6030050070               ,6/18/2024,3640.0
379,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,237,R230923                       ,6030050070               ,6/19/2024,3380.0
380,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,239,R250923                       ,6030050070               ,6/21/2024,3640.0
381,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,240,R260923                       ,6030050070               ,6/22/2024,3380.0
382,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,241,R270923                       ,6030050070               ,6/23/2024,10660.0
383,      CDLDC,"MAYO,CADA DIA,RVL,12,250 CC,L.G,DP,ST (SIN TAPA),ESP,MERCADO",260,243,R290923                       ,6030050070               ,6/25/2024,3120.0
384,      CDLDC,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,233,R190923                       ,6030050071               ,6/15/2024,0.0
385,      CDLDC,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,234,R200923                       ,6030050071               ,6/16/2024,0.0
386,      CDLDC,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,235,R210923                       ,6030050071               ,6/17/2024,3926.0
387,      CDLDC,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,236,R220923                       ,6030050071               ,6/18/2024,5760.0
388,      CDLDC,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,237,R230923                       ,6030050071               ,6/19/2024,3276.0
389,      CDLDC,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,239,R250923                       ,6030050071               ,6/21/2024,5904.0
390,      CDLDC,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",144,240,R260923                       ,6030050071               ,6/22/2024,6192.0
391,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,226,R120923                       ,6030050069               ,6/8/2024,0.0
392,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,227,R130923                       ,6030050069               ,6/9/2024,0.0
393,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,228,R140923                       ,6030050069               ,6/10/2024,0.0
394,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,229,R150923                       ,6030050069               ,6/11/2024,0.0
395,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,230,R160923                       ,6030050069               ,6/12/2024,0.0
396,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,234,R200923                       ,6030050069               ,6/16/2024,0.0
397,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,235,R210923                       ,6030050069               ,6/17/2024,0.0
398,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,236,R220923                       ,6030050069               ,6/18/2024,0.0
399,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,237,R230923                       ,6030050069               ,6/19/2024,0.0
400,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,239,R250923                       ,6030050069               ,6/21/2024,0.0
401,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,240,R260923                       ,6030050069               ,6/22/2024,0.0
402,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,241,R270923                       ,6030050069               ,6/23/2024,506.0
403,      CDLDC,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",272,243,R290923                       ,6030050069               ,6/25/2024,3574.0
404,      CDLDC,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,225,R110923                       ,6030050072               ,6/7/2024,162.0
405,      CDLDC,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,226,R120923                       ,6030050072               ,6/8/2024,4428.0
406,      CDLDC,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,227,R130923                       ,6030050072               ,6/9/2024,4104.0
407,      CDLDC,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,228,R140923                       ,6030050072               ,6/10/2024,4212.0
408,      CDLDC,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,229,R150923                       ,6030050072               ,6/11/2024,4212.0
409,      CDLDC,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,230,R160923                       ,6030050072               ,6/12/2024,2268.0
410,      CDLDC,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",108,232,R180923                       ,6030050072               ,6/14/2024,864.0
411,      CDLDC,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,215,010923                        ,6030010007               ,5/28/2024,9131.0
412,      CDLDC,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,161,090723                        ,6030010170               ,4/4/2024,4573.0
413,      CDLDC,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,215,010923                        ,6030010170               ,5/28/2024,7616.0
414,      CDLDC,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,139,170623                        ,6030010208               ,3/13/2024,1195.0
415,      CDLDC,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,177,250723                        ,6030010208               ,4/20/2024,6720.0
416,      CDLDC,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,215,010923                        ,6030010026               ,5/28/2024,51.0
417,    CDCDCF1,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",105,446,150123                        ,6010040111               ,1/14/2025,1769.0
418,    CDCDCF1,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",105,471,090223                        ,6010040111               ,2/8/2025,662.0
419,    CDCDCF1,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,501,110323                        ,6011270001               ,3/10/2025,13.0
420,    CDCDCF1,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,392,211122                        ,6011270002               ,11/21/2024,68.0
421,    CDCDCF1,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,596,120623                        ,6010950016               ,6/13/2025,195.0
422,    CDCDCF1,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,623,090723                        ,6010950016               ,7/10/2025,1917.0
423,    CDCDCF1,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,644,310723                        ,6010950016               ,7/31/2025,2100.0
424,    CDCDCF1,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,510,210323                        ,6010900031               ,3/19/2025,1.0
425,    CDCDCF1,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,330,210922                        ,6010900002               ,9/20/2024,8.0
426,    CDCDCF1,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,515,250323                        ,6010900002               ,3/24/2025,120.0
427,    CDCDCF1,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,304,250822                        ,6010900018               ,8/25/2024,104.0
428,    CDCDCF1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,690,160923                        ,6010010007               ,9/15/2025,98.0
429,    CDCDCF1,"AC,NATURA,GIR,12X1,5L,C,ESP,M.I./ARL",60,698,240923                        ,6010010007               ,9/23/2025,30.0
430,    CDCDCF1,"AC,NATURA,GIR,12X500ML,C,ESP,M.I.",160,326,170922                        ,6010010184               ,9/16/2024,4.0
431,    CDCDCF1,"AC,NATURA,GIR,4X5L,C,ESP,M.I./ARL",60,694,190923                        ,6010010112               ,9/19/2025,1570.0
432,    CDCDCF1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,657,120823                        ,6010010008               ,8/13/2025,33.0
433,    CDCDCF1,"AC,NATURA,GIR,6X3L,B,ESP,M.I./ARL",50,695,180923                        ,6010010008               ,9/20/2025,370.0
434,    CDCDCF1,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,533,120423                        ,6011570002               ,4/11/2025,3586.0
435,    CDCDCF1,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,296,180822                        ,6011570005               ,8/17/2024,14.0
436,    CDCDCF1,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,373,031122                        ,6011570005               ,11/2/2024,160.0
437,    CDCDCF1,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,511,210323                        ,6011570005               ,3/20/2025,480.0
438,    CDCDCF1,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,505,150323                        ,6011570001               ,3/14/2025,414.0
439,    CDCDCF1,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,532,090423                        ,6011570001               ,4/10/2025,1725.0
440,    CDCDCF1,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,504,120323                        ,6010570019               ,3/13/2025,249.0
441,    CDCDCF1,"KET,NATURA,12,500 G,DP,CT,ESP,M.I.",144,214,010823                        ,6040100009               ,5/27/2024,555.0
442,    CDCDCF1,"KET,NATURA,1504,8 G,SH,ST (SIN TAPA),ESP,M.I./ARL",60,171,180823                        ,6040100014               ,4/14/2024,0.0
443,    CDCDCF1,"KET,NATURA,192,8 G,SH,ST,ESP,M.I.",377,168,150823                        ,6040100001               ,4/11/2024,2380.0
444,    CDCDCF1,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",80,212,300723                        ,6040100015               ,5/25/2024,0.0
445,    CDCDCF1,"KET,NATURA,WENDY'S,4,3000GR,SH,ST,ESP,M.I./ARL",80,217,040823                        ,6040100015               ,5/30/2024,161.0
446,    CDCDCF1,"MAYO,CADA DIA,LIGHT,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,195,R120823                       ,6030330001               ,5/8/2024,284.0
447,    CDCDCF1,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",260,229,160823                        ,6030040040               ,6/11/2024,2068.0
448,    CDCDCF1,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,229,160823                        ,6030040007               ,6/11/2024,910.0
449,    CDCDCF1,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",108,238,250823                        ,6030040057               ,6/20/2024,228.0
450,    CDCDCF1,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",60,175,220823                        ,6030010227               ,4/18/2024,0.0
451,    CDCDCF1,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",60,195,110923                        ,6030010227               ,5/8/2024,1064.0
452,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,207,240823                        ,6030010007               ,5/20/2024,2669.0
453,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,213,300823                        ,6030010007               ,5/26/2024,1300.0
454,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,215,010923                        ,6030010007               ,5/28/2024,27710.0
455,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,220,060923                        ,6030010007               ,6/2/2024,7800.0
456,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,224,100923                        ,6030010007               ,6/6/2024,4676.0
457,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,229,150923                        ,6030010007               ,6/11/2024,2600.0
458,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,230,160923                        ,6030010007               ,6/12/2024,7280.0
459,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,215,010923                        ,6030010019               ,5/28/2024,7728.0
460,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,224,100923                        ,6030010019               ,6/6/2024,1440.0
461,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,228,140923                        ,6030010019               ,6/10/2024,12094.0
462,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,192,8CC,SH,ST (SIN TAPA),ESP,M.I./A",377,158,050823                        ,6030010129               ,4/1/2024,3887.0
463,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,215,010923                        ,6030010170               ,5/28/2024,10088.0
464,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,220,060923                        ,6030010170               ,6/2/2024,5712.0
465,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,224,100923                        ,6030010170               ,6/6/2024,10880.0
466,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,229,150923                        ,6030010170               ,6/11/2024,3536.0
467,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,232,180923                        ,6030010170               ,6/14/2024,2720.0
468,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./",272,235,210923                        ,6030010170               ,6/17/2024,10876.0
469,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,215,010923                        ,6030010208               ,5/28/2024,0.0
470,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,4,2900 CC,SH,ST (SIN TAPA),ESP,M.I./",80,220,060923                        ,6030010208               ,6/2/2024,0.0
471,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,184,010823                        ,6030010026               ,4/27/2024,108.0
472,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,195,120823                        ,6030010026               ,5/8/2024,2164.0
473,    CDCDCF1,"MAYO,NATURA,RVL 31%,L.G,8,1000 CC,DP,CT,ESP,M.I./ARL",108,215,010923                        ,6030010026               ,5/28/2024,16351.0
474,    CDCDCF1,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",80,205,220823                        ,6030010228               ,5/18/2024,0.0
475,    CDCDCF1,"MAYO,NATURA,RVL 31%,WENDY'S,4,2900 CC,SH,ST (SIN TAPA),ESP,M",80,226,120923                        ,6030010228               ,6/8/2024,186.0
476,    CDCDCF1,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,186,040723                        ,6090020011               ,4/29/2024,406.0
477,    CDCDCF1,"MOSTAZA,ADEREZO NATURA,12,500G,DP,CT,ESP,M.I.",144,220,070823                        ,6090020011               ,6/2/2024,1008.0
478,    CDCDCF1,"MOSTAZA,ADEREZO NATURA,192,8 G,SH,ST,ESP,M.I.",377,179,260823                        ,6090020010               ,4/22/2024,272.0
479,    CDCDCF1,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",60,181,280823                        ,6090020014               ,4/24/2024,50.0
480,    CDCDCF1,"MOSTAZA,NATURA,1504,8 G,SH,ST(SIN TAPA),ESP,MERCADO INTERNO",60,202,180923                        ,6090020014               ,5/15/2024,250.0
481,    CDCDCF1,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",224,617,186/23                        ,6010140007               ,7/4/2025,9.0
482,    CDCDCF1,"RO.VEG.(AL),MAZOLA CL.,MAIZ,12X120GRS,ESP,M.I.",224,687,256/23                        ,6010140007               ,9/12/2025,427.0
483,    CDCDCF1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,672,241/23                        ,6010550008               ,8/28/2025,1.0
484,    CDCDCF1,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,673,242/23                        ,6010550008               ,8/29/2025,411.0
485,    CDCDCF1,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,645,214/23                        ,6011640001               ,8/1/2025,183.0
486,    CDCDCF1,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.",377,157,040823                        ,6050100001               ,3/31/2024,125.0
487,    CDCDCO1,"AC,CADA DIA,GIR,12X900ML,B,ESP,M.I.",105,434,010123                        ,6010040111               ,1/2/2025,30.0
488,    CDCDCO1,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,239,220622                        ,6011270001               ,6/21/2024,278.0
489,    CDCDCO1,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,147,220322                        ,6011270002               ,3/21/2024,117.0
490,    CDCDCO1,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,392,211122                        ,6011270002               ,11/21/2024,105.0
491,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,358,191022                        ,6010020204               ,10/18/2024,0.0
492,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,403,011222                        ,6010020204               ,12/2/2024,0.0
493,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,420,201222                        ,6010020204               ,12/19/2024,0.0
494,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,465,020223                        ,6010020204               ,2/2/2025,0.0
495,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,478,150223                        ,6010020204               ,2/15/2025,0.0
496,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,490,270223                        ,6010020204               ,2/27/2025,0.0
497,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,505,110323                        ,6010020204               ,3/14/2025,0.0
498,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,527,060423                        ,6010020204               ,4/5/2025,0.0
499,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,554,020523                        ,6010020204               ,5/2/2025,0.0
500,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,567,160523                        ,6010020204               ,5/15/2025,0.0
501,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,619,070723                        ,6010020204               ,7/6/2025,0.0
502,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,637,250723                        ,6010020204               ,7/24/2025,0.0
503,    CDCDCO1,"AC,FAMILIAR,94%SOJ-6%GIR,4X5L,C,ESP,ESP.P.TRATADO NO RETORNA",60,652,080823                        ,6010020204               ,8/8/2025,1407.0
