,SKU,Depósito Padre,Fecha de Vencimiento,Dias al Vencimiento,Lote,Descripción,cajas_x_pallets,Cajas Disponibles
185,6010550008               ,       CDVM,8/16/2025,660,229/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,364.0
186,6010550008               ,    CDCDCF1,8/28/2025,672,241/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,1.0
187,6010550008               ,    CDCDCF1,8/29/2025,673,242/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,411.0
188,6010550008               ,    CDCDCO1,4/25/2024,182,116/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
189,6010550008               ,    CDCDCO1,5/26/2024,213,147/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
190,6010550008               ,    CDCDCO1,8/11/2024,290,224/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
191,6010550008               ,    CDCDCO1,8/16/2024,295,229/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
192,6010550008               ,    CDCDCO1,9/19/2024,329,263/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
193,6010550008               ,    CDCDCO1,9/23/2024,333,267/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
194,6010550008               ,    CDCDCO1,11/13/2024,384,318/22                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
195,6010550008               ,    CDCDCO1,7/19/2025,632,201/23                        ,"RO.VEG.(AL),NATURA,GIR,12X120GRS,ESP,M.I.",224,0.0
196,6010570018               ,    CDCDCO1,9/2/2024,312,010922                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,0.0
197,6010570018               ,    CDCDCO1,10/24/2024,364,251022                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,0.0
198,6010570018               ,    CDCDCO1,11/13/2024,384,141122                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,0.0
199,6010570018               ,    CDCDCO1,11/24/2024,395,261122                        ,"AC,SOJOLA,SOJA,12X900ML,B,ESP,M.I.",105,0.0
200,6010570019               ,       CDGD,3/13/2025,504,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,0.0
201,6010570019               ,       CDVM,3/13/2025,504,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,0.0
202,6010570019               ,    CDCDCF1,3/13/2025,504,120323                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,249.0
203,6010570019               ,    CDCDCO1,9/7/2024,317,070922                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,0.0
204,6010570019               ,    CDCDCO1,11/23/2024,394,241122                        ,"AC,SOJOLA,SOJA,12X1,5L,B,ESP,M.I.",60,0.0
205,6010900001               ,       CDVM,3/22/2025,513,220323                        ,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",304,18.0
206,6010900001               ,    CDCDCO1,8/22/2024,301,220822                        ,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",304,0.0
207,6010900001               ,    CDCDCO1,3/22/2025,513,220323                        ,"AC,NATURA CL,OLIVA VE,6X500ML,D(LATA),ESP,M.I./ARL",304,0.0
208,6010900002               ,       CDGD,3/24/2025,515,250323                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,65.0
209,6010900002               ,       CDVM,3/24/2025,515,250323                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,41.0
210,6010900002               ,    CDCDCF1,9/20/2024,330,210922                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,8.0
211,6010900002               ,    CDCDCF1,3/24/2025,515,250323                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,120.0
212,6010900002               ,    CDCDCO1,5/15/2024,202,160522                        ,"AC,NATURA CL,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,0.0
213,6010900017               ,       CDGD,3/21/2025,512,220323                        ,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.",304,234.0
214,6010900017               ,    CDCDCO1,6/5/2024,223,060622                        ,"AC,NATURA INT,OLIVA VE,6X500ML,D(LATA),ESP,M.I.",304,0.0
215,6010900018               ,       CDGD,3/26/2025,517,250323                        ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,727.0
216,6010900018               ,       CDVM,3/26/2025,517,250323                        ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,0.0
217,6010900018               ,    CDCDCF1,8/25/2024,304,250822                        ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,104.0
218,6010900018               ,    CDCDCO1,4/20/2024,177,210422                        ,"AC,NATURA INT,OLIVA VE,6X1LT,D(LATA),ESP,M.I.",156,0.0
219,6010900024               ,       CDGD,2/28/2025,491,240223                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,572.0
220,6010900024               ,       CDVM,12/20/2024,421,211222                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,301.0
221,6010900024               ,       CDVM,2/28/2025,491,240223                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,1850.0
222,6010900024               ,    CDCDCO1,8/2/2024,281,010822                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,0.0
223,6010900024               ,    CDCDCO1,12/20/2024,421,211222                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,185.0
224,6010900024               ,    CDCDCO1,2/28/2025,491,240223                        ,"AC,NATURA SELECCION ESPECIAL,OLIVA VE,6X500ML,E,ESP,M.I.",185,0.0
225,6010900031               ,       CDGD,3/19/2025,510,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,717.0
226,6010900031               ,       CDVM,3/19/2025,510,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,125.0
227,6010900031               ,    CDCDCF1,3/19/2025,510,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,1.0
228,6010900031               ,    CDCDCO1,7/12/2024,260,120722                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,0.0
229,6010900031               ,    CDCDCO1,3/19/2025,510,210323                        ,"AC,NATURA CL,OLIVA VE,12X500ML,C,ESP,M.I.",160,0.0
230,6010900032               ,       CDVM,7/11/2024,259,120722                        ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,0.0
231,6010900032               ,       CDVM,3/20/2025,511,210323                        ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,68.0
232,6010900032               ,    CDCDCO1,7/11/2024,259,120722                        ,"AC,NATURA INT,OLIVA VE,12X500ML,C,ESP,M.I.",160,0.0
233,6010900033               ,       CDGD,10/5/2025,710,031023                        ,"AC,NATURA ANDINO,OLIVA VE,6X500ML,E,ESP,M.I.",185,3700.0
234,6010900037               ,       CDGD,10/6/2025,711,071023                        ,"AC,NATURA FUERTE TRI,OLIVA VE,12X500ML,C,ESP,M.I.",160,3745.0
235,6010900040               ,       CDGD,10/6/2025,711,071023                        ,"AC,NATURA SUAVE BI,OLIVA VE,12X500ML,C,ESP,M.I.",160,3744.0
236,6010950015               ,    CDCDCO1,7/12/2024,260,120722                        ,"AC,MAZOLA CLA,MAIZ,12X500ML,B,ESP,M.I.",144,0.0
237,6010950016               ,       CDGD,7/31/2025,644,310723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,6360.0
238,6010950016               ,       CDGD,8/22/2025,666,210823                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,2940.0
239,6010950016               ,       CDVM,7/31/2025,644,310723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,60.0
240,6010950016               ,    CDCDCF1,6/13/2025,596,120623                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,195.0
241,6010950016               ,    CDCDCF1,7/10/2025,623,090723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,1917.0
242,6010950016               ,    CDCDCF1,7/31/2025,644,310723                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,2100.0
243,6010950016               ,    CDCDCO1,4/26/2024,183,250422                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,0.0
244,6010950016               ,    CDCDCO1,3/14/2025,505,150323                        ,"AC,MAZOLA CLA,MAIZ,12X900ML,B,ESP,M.I.",105,0.0
245,6010960007               ,    CDCDCO1,6/22/2024,240,220622                        ,"AC,MAZOLA,OLIVA VE,12X500ML,B,ESP,M.I.",144,0.0
246,6011270001               ,       CDGD,3/10/2025,501,110323                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,49.0
247,6011270001               ,       CDGD,9/17/2025,692,180923                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,1854.0
248,6011270001               ,       CDVM,8/16/2024,295,170822                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,144.0
249,6011270001               ,       CDVM,11/21/2024,392,221122                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,100.0
250,6011270001               ,    CDCDCF1,3/10/2025,501,110323                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,13.0
251,6011270001               ,    CDCDCO1,6/21/2024,239,220622                        ,"AC,COPISI,GIR/OLIVA,12X500ML,B,ESP,M.I./ARL",144,278.0
252,6011270002               ,       CDGD,9/16/2024,326,180922                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,0.0
253,6011270002               ,       CDGD,11/21/2024,392,211122                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,1256.0
254,6011270002               ,       CDVM,8/15/2024,294,160822                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,0.0
255,6011270002               ,       CDVM,9/16/2024,326,180922                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,0.0
256,6011270002               ,    CDCDCF1,11/21/2024,392,211122                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,68.0
257,6011270002               ,    CDCDCO1,3/21/2024,147,220322                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,117.0
258,6011270002               ,    CDCDCO1,11/21/2024,392,211122                        ,"AC,COPISI,GIR/OLIVA,12X900ML,B,ESP,M.I./ARL",105,105.0
259,6011570001               ,       CDGD,4/10/2025,532,090423                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,3452.0
260,6011570001               ,    CDCDCF1,3/14/2025,505,150323                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,414.0
261,6011570001               ,    CDCDCF1,4/10/2025,532,090423                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,1725.0
262,6011570001               ,    CDCDCO1,8/17/2024,296,170822                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,0.0
263,6011570001               ,    CDCDCO1,1/11/2025,443,120123                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,25.0
264,6011570001               ,    CDCDCO1,3/14/2025,505,150323                        ,"AC,NATURA,GIR/OLIVA,15X900ML,C,ESP,M.I.",72,72.0
265,6011570002               ,       CDGD,4/11/2025,533,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,3349.0
266,6011570002               ,       CDVM,11/10/2024,381,111122                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,5.0
267,6011570002               ,       CDVM,3/13/2025,504,140323                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,360.0
268,6011570002               ,    CDCDCF1,4/11/2025,533,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,3586.0
269,6011570002               ,    CDCDCO1,6/24/2024,242,250622                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,88.0
270,6011570002               ,    CDCDCO1,3/13/2025,504,140323                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,60.0
271,6011570002               ,    CDCDCO1,4/11/2025,533,120423                        ,"AC,NATURA,GIR/OLIVA,12X1,5L,C,ESP,M.I.",60,240.0
272,6011570005               ,       CDGD,3/20/2025,511,210323                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,1540.0
273,6011570005               ,       CDGD,12/31/2040,6276,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,53.0
274,6011570005               ,       CDVM,11/2/2024,373,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,398.0
275,6011570005               ,       CDVM,3/20/2025,511,210323                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,160.0
276,6011570005               ,    CDCDCF1,8/17/2024,296,180822                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,14.0
277,6011570005               ,    CDCDCF1,11/2/2024,373,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,160.0
278,6011570005               ,    CDCDCF1,3/20/2025,511,210323                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,480.0
279,6011570005               ,    CDCDCO1,6/18/2024,236,190622                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,22.0
280,6011570005               ,    CDCDCO1,11/2/2024,373,031122                        ,"AC,NATURA,GIR/OLIVA,12X500ML,C,ESP,M.I.",160,160.0
281,6011640001               ,       CDGD,7/10/2025,623,192/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,0.0
282,6011640001               ,       CDGD,10/1/2025,706,275/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,1344.0
283,6011640001               ,       CDGD,10/2/2025,707,276/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,199.0
284,6011640001               ,       CDVM,9/5/2025,680,249/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,893.0
285,6011640001               ,       CDVM,9/6/2025,681,250/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,224.0
286,6011640001               ,    CDCDCF1,8/1/2025,645,214/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,183.0
287,6011640001               ,    CDCDCO1,8/4/2024,283,217/22                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,0.0
288,6011640001               ,    CDCDCO1,5/2/2025,554,123/23                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,0.0
289,6011640001               ,    CDCDCO1,5/18/2025,570,139/22                        ,"RO.VEG.(AL),NATURA,OLIVA,12X120GRS,ESP,M.I.",224,6.0
290,6030010007               ,       CDGD,3/27/2024,153,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
291,6030010007               ,       CDGD,5/10/2024,197,140823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
292,6030010007               ,       CDGD,6/4/2024,222,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,179.0
293,6030010007               ,       CDGD,6/12/2024,230,160923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
294,6030010007               ,       CDGD,6/15/2024,233,190923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
295,6030010007               ,       CDGD,6/27/2024,245,011023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,16960.0
296,6030010007               ,       CDGD,7/1/2024,249,051023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,14560.0
297,6030010007               ,       CDPI,3/27/2024,153,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,20954.0
298,6030010007               ,       CDPI,4/8/2024,165,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,23210.0
299,6030010007               ,       CDPI,4/10/2024,167,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,24960.0
300,6030010007               ,       CDPI,4/19/2024,176,240723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,56160.0
301,6030010007               ,       CDPI,6/2/2024,220,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,31200.0
302,6030010007               ,       CDPI,6/4/2024,222,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,24960.0
303,6030010007               ,       CDPI,6/6/2024,224,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,12462.0
304,6030010007               ,       CDPI,6/11/2024,229,150923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,49920.0
305,6030010007               ,       CDPI,6/12/2024,230,160923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,18720.0
306,6030010007               ,       CDPI,6/15/2024,233,190923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,6240.0
307,6030010007               ,       CDPI,7/3/2024,251,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,18720.0
308,6030010007               ,       CDPI,7/8/2024,256,121023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,49920.0
309,6030010007               ,       CDVM,6/11/2024,229,150923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
310,6030010007               ,       CDVM,6/12/2024,230,160923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
311,6030010007               ,       CDVM,6/27/2024,245,011023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,776.0
312,6030010007               ,       CDVM,7/1/2024,249,051023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,1586.0
313,6030010007               ,       CDVM,7/3/2024,251,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,1560.0
314,6030010007               ,       CDVM,7/7/2024,255,111023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,33800.0
315,6030010007               ,       CDVM,7/8/2024,256,121023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,14300.0
316,6030010007               ,       CDVM,7/11/2024,259,151023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,26520.0
317,6030010007               ,      CDLDC,5/28/2024,215,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,9131.0
318,6030010007               ,    CDCDCF1,5/20/2024,207,240823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,2669.0
319,6030010007               ,    CDCDCF1,5/26/2024,213,300823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,1300.0
320,6030010007               ,    CDCDCF1,5/28/2024,215,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,27710.0
321,6030010007               ,    CDCDCF1,6/2/2024,220,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,7800.0
322,6030010007               ,    CDCDCF1,6/6/2024,224,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,4676.0
323,6030010007               ,    CDCDCF1,6/11/2024,229,150923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,2600.0
324,6030010007               ,    CDCDCF1,6/12/2024,230,160923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,7280.0
325,6030010007               ,    CDCDCO1,3/22/2024,148,250622                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
326,6030010007               ,    CDCDCO1,3/27/2024,153,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
327,6030010007               ,    CDCDCO1,4/8/2024,165,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,0.0
328,6030010007               ,    CDCDCO1,4/10/2024,167,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,1891.0
329,6030010007               ,    CDCDCO1,4/30/2024,187,040823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,3640.0
330,6030010007               ,    CDCDCO1,5/3/2024,190,070823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,9360.0
331,6030010007               ,    CDCDCO1,5/10/2024,197,140823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,2860.0
332,6030010007               ,    CDCDCO1,5/18/2024,205,220823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,7020.0
333,6030010007               ,    CDCDCO1,5/28/2024,215,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,4680.0
334,6030010007               ,    CDCDCO1,6/2/2024,220,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,3640.0
335,6030010007               ,    CDCDCO1,7/3/2024,251,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,3640.0
336,6030010007               ,    CDVMZPA,3/27/2024,153,010723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,30171.0
337,6030010007               ,    CDVMZPA,4/8/2024,165,130723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,12480.0
338,6030010007               ,    CDVMZPA,4/10/2024,167,150723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,24960.0
339,6030010007               ,    CDVMZPA,4/19/2024,176,240723                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,56160.0
340,6030010007               ,    CDVMZPA,4/27/2024,184,010823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,12480.0
341,6030010007               ,    CDVMZPA,4/30/2024,187,040823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,18720.0
342,6030010007               ,    CDVMZPA,5/3/2024,190,070823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,18718.0
343,6030010007               ,    CDVMZPA,5/20/2024,207,240823                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,37440.0
344,6030010007               ,    CDVMZPA,6/2/2024,220,060923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,6240.0
345,6030010007               ,    CDVMZPA,6/4/2024,222,080923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,24960.0
346,6030010007               ,    CDVMZPA,6/11/2024,229,150923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,6240.0
347,6030010007               ,    CDVMZPA,6/12/2024,230,160923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,18720.0
348,6030010007               ,    CDVMZPA,6/15/2024,233,190923                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,6238.0
349,6030010007               ,    CDVMZPA,7/3/2024,251,071023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,24960.0
350,6030010007               ,    CDVMZPA,7/7/2024,255,111023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,18720.0
351,6030010007               ,    CDVMZPA,7/11/2024,259,151023                        ,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",260,24960.0
352,6030010019               ,       CDGD,5/18/2024,205,220823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,0.0
353,6030010019               ,       CDGD,5/20/2024,207,240823                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,0.0
354,6030010019               ,       CDGD,5/28/2024,215,010923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,0.0
355,6030010019               ,       CDGD,6/6/2024,224,100923                        ,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",144,0.0
